Time,Rx_ID,Rx_Delay,Rx_Gap,Inst_Tp,Avg_Tp,LossRate
13.457,147,0.225845,0.006,0,11800.6,0.759411
13.461,148,0.209845,0.004,0,11877.1,0.75817
13.461,149,0.189845,0,0,11957.3,0.756933
13.465,150,0.173845,0.004,0,12033.7,0.7557
13.466,151,0.154845,0.001,0,12112.9,0.754472
13.466,152,0.134845,0,0,12193.2,0.753247
13.47,153,0.118845,0.004,0,12269.4,0.752026
13.473,154,0.101845,0.003,0,12346.7,0.750809
13.473,155,0.0818446,0,0,12426.8,0.749596
13.474,156,0.0628446,0.001,0,12506,0.748387
13.48,157,0.0488446,0.006,0,12580.1,0.747182
13.48,158,0.0288446,0,0,12660.3,0.745981
13.495,159,0.0238446,0.015,0,12725.1,0.744783
13.502,160,0.0108446,0.007,254717,12798,0.74359
13.526,161,0.0148446,0.024,0,12853.3,0.7424
13.542,162,0.0108446,0.016,0,12916.6,0.741214
13.559,163,0.00784458,0.017,0,12978.7,0.740032
13.576,164,0.00484458,0.017,0,13040.7,0.738854
13.599,165,0.00784458,0.023,0,13096.3,0.737679
13.616,166,0.00484458,0.017,52631.6,13157.9,0.736508
13.636,167,0.00484458,0.02,0,13216.2,0.735341
13.656,168,0.00484458,0.02,0,13274.3,0.734177
13.676,169,0.00484458,0.02,0,13332.3,0.733017
13.696,170,0.00484458,0.02,0,13390,0.731861
13.722,171,0.0108446,0.026,47169.8,13441.3,0.730709
13.739,172,0.00784458,0.017,0,13501.8,0.72956
13.762,173,0.0108446,0.023,0,13555.9,0.728414
13.776,174,0.00484458,0.014,0,13619.3,0.727273
13.796,175,0.00484458,0.02,0,13676.1,0.726135
13.816,176,0.00484458,0.02,0,13732.8,0.725
13.836,177,0.00484458,0.02,52631.6,13789.3,0.723869
13.856,178,0.00484458,0.02,0,13845.7,0.722741
13.876,179,0.00484458,0.02,0,13901.8,0.721617
13.964,180,0.0728446,0.088,23437.5,13884.6,0.720497
14.163,181,0.251845,0.199,5025.13,13750.7,0.71938
14.387,182,0.455845,0.224,4464.29,13595.3,0.718266
14.444,183,0.492845,0.057,0,13612,0.717156
14.444,184,0.472845,0,0,13686.4,0.716049
14.552,185,0.560845,0.108,18181.8,13651.1,0.714946
14.557,186,0.545845,0.005,0,13719.8,0.713846
14.557,187,0.525845,0,0,13793.6,0.71275
14.562,188,0.510845,0.005,0,13862.3,0.711656
14.571,189,0.499845,0.009,0,13926.8,0.710567
14.571,190,0.479845,0,0,14000.4,0.70948
14.644,191,0.532845,0.073,0,13998.8,0.708397
14.644,192,0.512845,0,0,14072.1,0.707317
14.671,193,0.519845,0.027,67226.9,14117.5,0.70624
14.714,194,0.542845,0.043,0,14146.1,0.705167
14.74,195,0.548845,0.026,0,14192.1,0.704097
14.74,196,0.528845,0,0,14264.9,0.70303
14.756,197,0.524845,0.016,0,14321,0.701967
14.756,198,0.504845,0,0,14393.7,0.700906
14.829,199,0.557845,0.073,37974.7,14390,0.699849
14.839,200,0.547845,0.01,0,14451.9,0.698795
14.839,201,0.527845,0,0,14524.2,0.697744
14.874,202,0.542845,0.035,0,14559.6,0.696697
14.874,203,0.522845,0,0,14631.7,0.695652
14.908,204,0.536845,0.034,0,14667.8,0.694611
14.908,205,0.516845,0,0,14739.7,0.693572
14.943,206,0.531845,0.035,61403.5,14774.4,0.692537
14.943,207,0.511845,0,0,14846.2,0.691505
14.972,208,0.520845,0.029,0,14886.9,0.690476
14.972,209,0.500845,0,0,14958.5,0.68945
14.993,210,0.501845,0.021,0,15007.5,0.688427
14.993,211,0.481845,0,0,15079,0.687407
15.003,212,0.471845,0.01,0,15139.6,0.686391
15.052,213,0.500845,0.049,64220.2,15158,0.685377
15.052,214,0.480845,0,0,15229.1,0.684366
15.098,215,0.506845,0.046,0,15250.4,0.683358
15.098,216,0.486845,0,0,15321.3,0.682353
15.143,217,0.511845,0.045,0,15343.3,0.681351
15.161,218,0.509845,0.018,45871.6,15394.4,0.680352
15.167,219,0.495845,0.006,0,15458.5,0.679356
15.167,220,0.475845,0,0,15529,0.678363
15.301,221,0.589845,0.134,21428.6,15453.5,0.677372
15.301,222,0.569845,0,0,15523.4,0.676385
15.362,223,0.610845,0.061,0,15527.1,0.6754
15.362,224,0.590845,0,0,15596.7,0.674419
15.461,225,0.669845,0.099,25000,15559.1,0.67344
15.461,226,0.649845,0,0,15628.2,0.672464
15.681,227,0.849845,0.22,9090.91,15462.2,0.671491
15.681,228,0.829845,0,0,15530.3,0.67052
15.69,229,0.818845,0.009,0,15588.8,0.669553
15.69,230,0.798845,0,0,15656.9,0.668588
15.714,231,0.802845,0.024,0,15699.3,0.667626
15.714,232,0.782845,0,0,15767.3,0.666667
15.727,233,0.775845,0.013,0,15821.3,0.66571
15.835,234,0.863845,0.108,45454.5,15773.5,0.664756
15.835,235,0.843845,0,0,15840.9,0.663805
15.877,236,0.865845,0.042,0,15863.4,0.662857
15.888,237,0.856845,0.011,0,15918.9,0.661912
15.888,238,0.836845,0,0,15986,0.660969
15.904,239,0.832845,0.016,0,16036,0.660028
15.919,240,0.827845,0.015,0,16086.9,0.659091
15.919,241,0.807845,0,0,16153.9,0.658156
15.972,242,0.840845,0.053,58394.2,16163.5,0.657224
15.999,243,0.847845,0.027,0,16201.1,0.656294
16.004,244,0.832845,0.005,0,16262.3,0.655367
16.15,245,0.958845,0.146,16853.9,16171.6,0.654443
16.15,246,0.938845,0,0,16237.6,0.653521
16.321,247,1.08984,0.171,11695.9,16121.7,0.652602
16.356,248,1.10484,0.035,0,16150,0.651685
16.356,249,1.08484,0,0,16215.2,0.650771
16.459,250,1.16784,0.103,21739.1,16171.8,0.64986
16.459,251,1.14784,0,0,16236.5,0.648951
16.523,252,1.19184,0.064,0,16234,0.648045
16.554,253,1.20284,0.031,0,16265.9,0.647141
16.575,254,1.20384,0.021,34482.8,16308.2,0.64624
16.575,255,1.18384,0,0,16372.4,0.645341
16.622,256,1.21084,0.047,0,16387.1,0.644444
16.622,257,1.19084,0,0,16451.2,0.643551
16.682,258,1.23084,0.06,37383.2,16452,0.642659
16.682,259,1.21084,0,0,16515.8,0.64177
16.682,260,1.19084,0,0,16579.5,0.640884
16.683,261,1.17184,0.001,0,16642.2,0.64
16.683,262,1.15184,0,0,16706,0.639118
16.759,263,1.20784,0.076,0,16688.9,0.638239
16.759,264,1.18784,0,0,16752.3,0.637363
17.307,265,1.71584,0.548,11200,16250.7,0.636488
17.307,266,1.69584,0,0,16312,0.635616
17.307,267,1.67584,0,0,16373.3,0.634747
17.342,268,1.69084,0.035,0,16399.5,0.63388
17.342,269,1.67084,0,0,16460.7,0.633015
17.439,270,1.74784,0.097,37878.8,16424.4,0.632153
17.439,271,1.72784,0,0,16485.2,0.631293
17.823,272,2.09184,0.384,5208.33,16168.3,0.630435
17.823,273,2.07184,0,0,16227.8,0.629579
18.255,274,2.48384,0.432,4629.63,15879.5,0.628726
18.255,275,2.46384,0,0,15937.4,0.627876
18.276,276,2.46484,0.021,0,15975.9,0.627027
18.276,277,2.44484,0,0,16033.8,0.626181
18.726,278,2.87484,0.45,8492.57,15683.2,0.625337
18.726,279,2.85484,0,0,15739.6,0.624495
18.911,280,3.01984,0.185,10810.8,15632.9,0.623656
18.911,281,2.99984,0,0,15688.7,0.622819
19.065,282,3.13384,0.154,12987,15610.3,0.621984
19.065,283,3.11384,0,0,15665.7,0.621151
19.072,284,3.10084,0.007,0,15714.9,0.620321
19.072,285,3.08084,0,0,15770.3,0.619493
19.072,286,3.06084,0,0,15825.6,0.618667
19.186,287,3.15484,0.114,41322.3,15781.4,0.617843
19.186,288,3.13484,0,0,15836.4,0.617021
19.212,289,3.14084,0.026,0,15868.7,0.616202
19.212,290,3.12084,0,0,15923.6,0.615385
19.353,291,3.24184,0.141,23952.1,15855.7,0.61457
19.353,292,3.22184,0,0,15910.2,0.613757
19.357,293,3.20584,0.004,0,15961.2,0.612946
19.357,294,3.18584,0,0,16015.7,0.612137
19.476,295,3.28484,0.119,32520.3,15966.7,0.611331
19.476,296,3.26484,0,0,16020.8,0.610526
19.728,297,3.49684,0.252,7936.51,15858.6,0.609724
19.728,298,3.47684,0,0,15912,0.608924
19.801,299,3.52984,0.073,0,15903.4,0.608126
19.993,300,3.70184,0.192,11320.8,15795.3,0.60733
19.993,301,3.68184,0,0,15847.9,0.606536
,,,,,,
Final Statistics,,,,,,
Frames Received(Current/Total): 301/765,,,,,,
Total Bytes Received: 301000 bytes,,,,,,
Average Delay: 0.7792 seconds,,,,,,
Average Throughput: 15842.1 bytes/sec,,,,,,
Frame Loss Rate: 60.6536%,,,,,,
